x_min,x_max,y_min,y_max,r,g,b
-12.0,-11.0,-2.0,-1.0,246,51,0
-12.0,-11.0,-3.0,-2.0,236,25,0
-12.0,-11.0,-4.0,-3.0,236,0,123
-12.0,-11.0,-5.0,-4.0,243,0,0
-12.0,-11.0,-6.0,-5.0,231,6,0
-12.0,-11.0,-7.0,-6.0,233,0,0
-12.0,-11.0,-8.0,-7.0,235,0,0
-12.0,-11.0,-9.0,-8.0,243,52,0
-12.0,-11.0,-10.0,-9.0,235,67,0
-12.0,-11.0,-11.0,-10.0,240,49,0
-12.0,-11.0,-12.0,-11.0,236,45,0
-12.0,-11.0,-13.0,-12.0,0,0,73
-12.0,-11.0,-14.0,-13.0,0,0,0
-12.0,-11.0,-15.0,-14.0,0,0,0
-12.0,-11.0,-16.0,-15.0,0,0,0
-12.0,-11.0,-17.0,-16.0,0,0,0
-12.0,-11.0,-18.0,-17.0,0,0,0
-12.0,-11.0,-19.0,-18.0,0,0,0
-12.0,-11.0,-20.0,-19.0,0,0,0
-12.0,-11.0,-21.0,-20.0,0,0,0
-12.0,-11.0,-22.0,-21.0,0,0,0
-12.0,-11.0,-23.0,-22.0,0,0,0
-12.0,-11.0,-24.0,-23.0,0,0,0
-12.0,-11.0,-25.0,-24.0,0,0,0
-12.0,-11.0,-26.0,-25.0,0,0,0
-12.0,-11.0,-27.0,-26.0,0,0,0
-12.0,-11.0,-28.0,-27.0,0,0,0
-12.0,-11.0,-29.0,-28.0,0,0,0
-12.0,-11.0,-30.0,-29.0,0,0,0
-11.0,-10.0,19.0,20.0,0,0,0
-11.0,-10.0,18.0,19.0,0,0,0
-11.0,-10.0,17.0,18.0,0,0,0
-11.0,-10.0,16.0,17.0,0,0,0
-11.0,-10.0,15.0,16.0,0,0,0
-11.0,-10.0,14.0,15.0,0,0,0
-11.0,-10.0,13.0,14.0,0,0,0
-11.0,-10.0,12.0,13.0,0,0,0
-11.0,-10.0,11.0,12.0,0,0,0
-11.0,-10.0,10.0,11.0,0,0,0
-11.0,-10.0,9.0,10.0,0,0,0
-11.0,-10.0,8.0,9.0,0,0,0
-11.0,-10.0,7.0,8.0,0,0,0
-11.0,-10.0,6.0,7.0,0,0,0
-11.0,-10.0,5.0,6.0,0,0,0
-11.0,-10.0,4.0,5.0,15,221,3
-11.0,-10.0,3.0,4.0,204,234,0
-11.0,-10.0,2.0,3.0,244,212,0
-11.0,-10.0,1.0,2.0,237,146,0
-11.0,-10.0,0.0,1.0,228,101,0
-11.0,-10.0,-1.0,0.0,248,57,0
-11.0,-10.0,-2.0,-1.0,233,0,0
-11.0,-10.0,-3.0,-2.0,234,0,0
-11.0,-10.0,-4.0,-3.0,227,0,227
-11.0,-10.0,-5.0,-4.0,236,0,237
-11.0,-10.0,-6.0,-5.0,240,0,0
-11.0,-10.0,-7.0,-6.0,234,0,0
-11.0,-10.0,-8.0,-7.0,233,11,0
-11.0,-10.0,-9.0,-8.0,234,16,0
-11.0,-10.0,-10.0,-9.0,244,105,0
-11.0,-10.0,-11.0,-10.0,247,215,0
-11.0,-10.0,-12.0,-11.0,234,202,0
-11.0,-10.0,-13.0,-12.0,219,235,0
-11.0,-10.0,-14.0,-13.0,0,0,0
-11.0,-10.0,-15.0,-14.0,0,0,0
-11.0,-10.0,-16.0,-15.0,0,0,0
-11.0,-10.0,-17.0,-16.0,0,0,0
-11.0,-10.0,-18.0,-17.0,0,0,0
-11.0,-10.0,-19.0,-18.0,0,0,0
-11.0,-10.0,-20.0,-19.0,0,0,0
-11.0,-10.0,-21.0,-20.0,0,0,0
-11.0,-10.0,-22.0,-21.0,0,0,0
-11.0,-10.0,-23.0,-22.0,0,0,0
-11.0,-10.0,-24.0,-23.0,0,0,0
-11.0,-10.0,-25.0,-24.0,0,0,0
-11.0,-10.0,-26.0,-25.0,0,0,0
-11.0,-10.0,-27.0,-26.0,0,0,0
-11.0,-10.0,-28.0,-27.0,0,0,0
-11.0,-10.0,-29.0,-28.0,0,0,0
-11.0,-10.0,-30.0,-29.0,0,0,0
-10.0,-9.0,19.0,20.0,0,0,0
-10.0,-9.0,18.0,19.0,0,0,0
-10.0,-9.0,17.0,18.0,0,0,0
-10.0,-9.0,16.0,17.0,0,0,0
-10.0,-9.0,15.0,16.0,0,0,0
-10.0,-9.0,14.0,15.0,0,0,0
-10.0,-9.0,13.0,14.0,0,0,0
-10.0,-9.0,12.0,13.0,0,0,0
-10.0,-9.0,11.0,12.0,0,0,0
-10.0,-9.0,10.0,11.0,0,0,0
-10.0,-9.0,9.0,10.0,0,0,0
-10.0,-9.0,8.0,9.0,0,0,0
-10.0,-9.0,7.0,8.0,0,0,0
-10.0,-9.0,6.0,7.0,0,0,0
-10.0,-9.0,5.0,6.0,0,0,0
-10.0,-9.0,4.0,5.0,58,235,0
-10.0,-9.0,3.0,4.0,229,228,0
-10.0,-9.0,2.0,3.0,234,218,0
-10.0,-9.0,1.0,2.0,233,201,0
-10.0,-9.0,0.0,1.0,244,109,0
-10.0,-9.0,-1.0,0.0,238,47,0
-10.0,-9.0,-2.0,-1.0,245,45,0
-10.0,-9.0,-3.0,-2.0,236,22,0
-10.0,-9.0,-4.0,-3.0,233,0,0
-10.0,-9.0,-5.0,-4.0,235,0,235
-10.0,-9.0,-6.0,-5.0,227,0,227
-10.0,-9.0,-7.0,-6.0,242,0,72
-10.0,-9.0,-8.0,-7.0,227,0,0
-10.0,-9.0,-9.0,-8.0,248,57,0
-10.0,-9.0,-10.0,-9.0,246,214,0
-10.0,-9.0,-11.0,-10.0,244,212,0
-10.0,-9.0,-12.0,-11.0,225,195,0
-10.0,-9.0,-13.0,-12.0,228,196,0
-10.0,-9.0,-14.0,-13.0,0,0,137
-10.0,-9.0,-15.0,-14.0,0,0,0
-10.0,-9.0,-16.0,-15.0,0,0,0
-10.0,-9.0,-17.0,-16.0,0,0,0
-10.0,-9.0,-18.0,-17.0,0,0,0
-10.0,-9.0,-19.0,-18.0,0,0,0
-10.0,-9.0,-20.0,-19.0,0,0,0
-10.0,-9.0,-21.0,-20.0,0,0,0
-10.0,-9.0,-22.0,-21.0,0,0,0
-10.0,-9.0,-23.0,-22.0,0,0,0
-10.0,-9.0,-24.0,-23.0,0,0,0
-10.0,-9.0,-25.0,-24.0,0,0,0
-10.0,-9.0,-26.0,-25.0,0,0,0
-10.0,-9.0,-27.0,-26.0,0,0,0
-10.0,-9.0,-28.0,-27.0,0,0,0
-10.0,-9.0,-29.0,-28.0,0,0,0
-10.0,-9.0,-30.0,-29.0,0,0,0
-9.0,-8.0,19.0,20.0,0,0,0
-9.0,-8.0,18.0,19.0,0,0,0
-9.0,-8.0,17.0,18.0,0,0,0
-9.0,-8.0,16.0,17.0,0,0,0
-9.0,-8.0,15.0,16.0,0,0,0
-9.0,-8.0,14.0,15.0,0,0,0
-9.0,-8.0,13.0,14.0,0,0,0
-9.0,-8.0,12.0,13.0,0,0,0
-9.0,-8.0,11.0,12.0,0,0,0
-9.0,-8.0,10.0,11.0,0,0,0
-9.0,-8.0,9.0,10.0,0,0,0
-9.0,-8.0,8.0,9.0,0,0,0
-9.0,-8.0,7.0,8.0,0,0,0
-9.0,-8.0,6.0,7.0,0,0,0
-9.0,-8.0,5.0,6.0,104,228,0
-9.0,-8.0,4.0,5.0,118,245,0
-9.0,-8.0,3.0,4.0,115,242,0
-9.0,-8.0,2.0,3.0,229,198,0
-9.0,-8.0,1.0,2.0,242,210,0
-9.0,-8.0,0.0,1.0,249,114,0
-9.0,-8.0,-1.0,0.0,247,110,0
-9.0,-8.0,-2.0,-1.0,230,39,0
-9.0,-8.0,-3.0,-2.0,227,0,0
-9.0,-8.0,-4.0,-3.0,231,7,0
-9.0,-8.0,-5.0,-4.0,236,0,236
-9.0,-8.0,-6.0,-5.0,233,0,233
-9.0,-8.0,-7.0,-6.0,242,36,0
-9.0,-8.0,-8.0,-7.0,232,41,0
-9.0,-8.0,-9.0,-8.0,242,90,0
-9.0,-8.0,-10.0,-9.0,245,188,0
-9.0,-8.0,-11.0,-10.0,228,198,0
-9.0,-8.0,-12.0,-11.0,246,246,0
-9.0,-8.0,-13.0,-12.0,249,249,0
-9.0,-8.0,-14.0,-13.0,142,239,0
-9.0,-8.0,-15.0,-14.0,0,0,0
-9.0,-8.0,-16.0,-15.0,0,0,0
-9.0,-8.0,-17.0,-16.0,0,0,0
-9.0,-8.0,-18.0,-17.0,0,0,11
-9.0,-8.0,-19.0,-18.0,0,0,0
-9.0,-8.0,-20.0,-19.0,0,0,0
-9.0,-8.0,-21.0,-20.0,0,0,0
-9.0,-8.0,-22.0,-21.0,0,0,0
-9.0,-8.0,-23.0,-22.0,0,0,0
-9.0,-8.0,-24.0,-23.0,0,0,0
-9.0,-8.0,-25.0,-24.0,0,0,0
-9.0,-8.0,-26.0,-25.0,0,0,0
-9.0,-8.0,-27.0,-26.0,0,0,0
-9.0,-8.0,-28.0,-27.0,0,0,0
-9.0,-8.0,-29.0,-28.0,0,0,0
-9.0,-8.0,-30.0,-29.0,0,0,0
-8.0,-7.0,19.0,20.0,0,0,0
-8.0,-7.0,18.0,19.0,0,0,0
-8.0,-7.0,17.0,18.0,0,0,0
-8.0,-7.0,16.0,17.0,0,0,0
-8.0,-7.0,15.0,16.0,0,0,0
-8.0,-7.0,14.0,15.0,0,0,0
-8.0,-7.0,13.0,14.0,0,0,0
-8.0,-7.0,12.0,13.0,0,0,0
-8.0,-7.0,11.0,12.0,0,0,0
-8.0,-7.0,10.0,11.0,0,0,0
-8.0,-7.0,9.0,10.0,0,0,0
-8.0,-7.0,8.0,9.0,0,0,0
-8.0,-7.0,7.0,8.0,0,0,0
-8.0,-7.0,6.0,7.0,0,0,0
-8.0,-7.0,5.0,6.0,105,234,0
-8.0,-7.0,4.0,5.0,109,236,0
-8.0,-7.0,3.0,4.0,110,237,0
-8.0,-7.0,2.0,3.0,236,208,0
-8.0,-7.0,1.0,2.0,243,211,0
-8.0,-7.0,0.0,1.0,230,103,0
-8.0,-7.0,-1.0,0.0,230,104,0
-8.0,-7.0,-2.0,-1.0,238,111,0
-8.0,-7.0,-3.0,-2.0,239,112,0
-8.0,-7.0,-4.0,-3.0,235,0,0
-8.0,-7.0,-5.0,-4.0,246,0,0
-8.0,-7.0,-6.0,-5.0,228,0,0
-8.0,-7.0,-7.0,-6.0,230,11,0
-8.0,-7.0,-8.0,-7.0,240,114,0
-8.0,-7.0,-9.0,-8.0,247,113,0
-8.0,-7.0,-10.0,-9.0,239,112,0
-8.0,-7.0,-11.0,-10.0,230,198,0
-8.0,-7.0,-12.0,-11.0,242,242,0
-8.0,-7.0,-13.0,-12.0,233,233,0
-8.0,-7.0,-14.0,-13.0,228,196,0
-8.0,-7.0,-15.0,-14.0,0,15,189
-8.0,-7.0,-16.0,-15.0,0,0,0
-8.0,-7.0,-17.0,-16.0,0,0,0
-8.0,-7.0,-18.0,-17.0,0,0,0
-8.0,-7.0,-19.0,-18.0,0,0,0
-8.0,-7.0,-20.0,-19.0,0,0,0
-8.0,-7.0,-21.0,-20.0,0,0,0
-8.0,-7.0,-22.0,-21.0,0,0,0
-8.0,-7.0,-23.0,-22.0,0,0,0
-8.0,-7.0,-24.0,-23.0,0,0,0
-8.0,-7.0,-25.0,-24.0,0,0,0
-8.0,-7.0,-26.0,-25.0,0,0,0
-8.0,-7.0,-27.0,-26.0,0,0,0
-8.0,-7.0,-28.0,-27.0,0,0,0
-8.0,-7.0,-29.0,-28.0,0,0,0
-8.0,-7.0,-30.0,-29.0,0,0,0
-7.0,-6.0,19.0,20.0,0,0,0
-7.0,-6.0,18.0,19.0,0,0,0
-7.0,-6.0,17.0,18.0,0,0,0
-7.0,-6.0,16.0,17.0,0,0,0
-7.0,-6.0,15.0,16.0,0,0,0
-7.0,-6.0,14.0,15.0,0,0,0
-7.0,-6.0,13.0,14.0,0,0,0
-7.0,-6.0,12.0,13.0,0,0,0
-7.0,-6.0,11.0,12.0,0,0,0
-7.0,-6.0,10.0,11.0,0,0,0
-7.0,-6.0,9.0,10.0,0,0,0
-7.0,-6.0,8.0,9.0,0,0,0
-7.0,-6.0,7.0,8.0,0,0,0
-7.0,-6.0,6.0,7.0,2,44,173
-7.0,-6.0,5.0,6.0,231,231,0
-7.0,-6.0,4.0,5.0,115,242,0
-7.0,-6.0,3.0,4.0,100,227,0
-7.0,-6.0,2.0,3.0,236,204,0
-7.0,-6.0,1.0,2.0,240,209,0
-7.0,-6.0,0.0,1.0,229,104,0
-7.0,-6.0,-1.0,0.0,250,217,0
-7.0,-6.0,-2.0,-1.0,226,101,0
-7.0,-6.0,-3.0,-2.0,239,112,0
-7.0,-6.0,-4.0,-3.0,248,56,0
-7.0,-6.0,-5.0,-4.0,235,0,0
-7.0,-6.0,-6.0,-5.0,231,0,0
-7.0,-6.0,-7.0,-6.0,236,113,0
-7.0,-6.0,-8.0,-7.0,233,138,0
-7.0,-6.0,-9.0,-8.0,240,194,0
-7.0,-6.0,-10.0,-9.0,245,194,0
-7.0,-6.0,-11.0,-10.0,241,188,0
-7.0,-6.0,-12.0,-11.0,119,246,0
-7.0,-6.0,-13.0,-12.0,177,238,0
-7.0,-6.0,-14.0,-13.0,243,233,0
-7.0,-6.0,-15.0,-14.0,241,205,0
-7.0,-6.0,-16.0,-15.0,93,215,13
-7.0,-6.0,-17.0,-16.0,0,0,0
-7.0,-6.0,-18.0,-17.0,0,0,0
-7.0,-6.0,-19.0,-18.0,0,0,0
-7.0,-6.0,-20.0,-19.0,0,0,0
-7.0,-6.0,-21.0,-20.0,0,0,0
-7.0,-6.0,-22.0,-21.0,0,0,0
-7.0,-6.0,-23.0,-22.0,0,0,0
-7.0,-6.0,-24.0,-23.0,0,0,0
-7.0,-6.0,-25.0,-24.0,0,0,0
-7.0,-6.0,-26.0,-25.0,0,0,0
-7.0,-6.0,-27.0,-26.0,0,0,0
-7.0,-6.0,-28.0,-27.0,0,0,0
-7.0,-6.0,-29.0,-28.0,0,0,0
-7.0,-6.0,-30.0,-29.0,0,0,0
-6.0,-5.0,19.0,20.0,0,0,0
-6.0,-5.0,18.0,19.0,0,0,0
-6.0,-5.0,17.0,18.0,0,0,0
-6.0,-5.0,16.0,17.0,0,0,0
-6.0,-5.0,15.0,16.0,0,0,0
-6.0,-5.0,14.0,15.0,0,0,0
-6.0,-5.0,13.0,14.0,0,0,0
-6.0,-5.0,12.0,13.0,0,0,0
-6.0,-5.0,11.0,12.0,0,0,0
-6.0,-5.0,10.0,11.0,0,0,0
-6.0,-5.0,9.0,10.0,0,0,0
-6.0,-5.0,8.0,9.0,0,0,0
-6.0,-5.0,7.0,8.0,0,0,0
-6.0,-5.0,6.0,7.0,232,203,0
-6.0,-5.0,5.0,6.0,231,206,0
-6.0,-5.0,4.0,5.0,117,246,0
-6.0,-5.0,3.0,4.0,101,239,0
-6.0,-5.0,2.0,3.0,2,91,138
-6.0,-5.0,1.0,2.0,139,244,0
-6.0,-5.0,0.0,1.0,140,245,0
-6.0,-5.0,-1.0,0.0,233,202,0
-6.0,-5.0,-2.0,-1.0,230,101,0
-6.0,-5.0,-3.0,-2.0,241,114,0
-6.0,-5.0,-4.0,-3.0,248,56,0
-6.0,-5.0,-5.0,-4.0,245,54,0
-6.0,-5.0,-6.0,-5.0,244,53,0
-6.0,-5.0,-7.0,-6.0,247,116,0
-6.0,-5.0,-8.0,-7.0,239,207,0
-6.0,-5.0,-9.0,-8.0,239,227,0
-6.0,-5.0,-10.0,-9.0,238,206,0
-6.0,-5.0,-11.0,-10.0,140,230,0
-6.0,-5.0,-12.0,-11.0,98,226,0
-6.0,-5.0,-13.0,-12.0,107,234,0
-6.0,-5.0,-14.0,-13.0,198,233,0
-6.0,-5.0,-15.0,-14.0,235,145,0
-6.0,-5.0,-16.0,-15.0,246,56,0
-6.0,-5.0,-17.0,-16.0,137,188,20
-6.0,-5.0,-18.0,-17.0,0,0,0
-6.0,-5.0,-19.0,-18.0,0,0,0
-6.0,-5.0,-20.0,-19.0,0,0,0
-6.0,-5.0,-21.0,-20.0,0,0,0
-6.0,-5.0,-22.0,-21.0,0,0,0
-6.0,-5.0,-23.0,-22.0,0,0,0
-6.0,-5.0,-24.0,-23.0,0,0,0
-6.0,-5.0,-25.0,-24.0,0,0,0
-6.0,-5.0,-26.0,-25.0,0,0,0
-6.0,-5.0,-27.0,-26.0,0,0,0
-6.0,-5.0,-28.0,-27.0,0,0,0
-6.0,-5.0,-29.0,-28.0,0,0,0
-6.0,-5.0,-30.0,-29.0,0,0,0
-5.0,-4.0,19.0,20.0,0,0,0
-5.0,-4.0,18.0,19.0,0,0,0
-5.0,-4.0,17.0,18.0,0,0,0
-5.0,-4.0,16.0,17.0,0,0,0
-5.0,-4.0,15.0,16.0,0,0,0
-5.0,-4.0,14.0,15.0,0,0,0
-5.0,-4.0,13.0,14.0,0,0,0
-5.0,-4.0,12.0,13.0,0,0,0
-5.0,-4.0,11.0,12.0,0,0,0
-5.0,-4.0,10.0,11.0,0,0,0
-5.0,-4.0,9.0,10.0,0,0,0
-5.0,-4.0,8.0,9.0,0,0,0
-5.0,-4.0,7.0,8.0,172,226,1
-5.0,-4.0,6.0,7.0,239,137,0
-5.0,-4.0,5.0,6.0,244,237,0
-5.0,-4.0,4.0,5.0,220,226,0
-5.0,-4.0,3.0,4.0,102,233,0
-5.0,-4.0,2.0,3.0,0,0,0
-5.0,-4.0,1.0,2.0,176,235,0
-5.0,-4.0,0.0,1.0,112,239,0
-5.0,-4.0,-1.0,0.0,136,248,0
-5.0,-4.0,-2.0,-1.0,240,113,0
-5.0,-4.0,-3.0,-2.0,239,81,0
-5.0,-4.0,-4.0,-3.0,238,29,0
-5.0,-4.0,-5.0,-4.0,248,57,0
-5.0,-4.0,-6.0,-5.0,248,56,0
-5.0,-4.0,-7.0,-6.0,238,153,0
-5.0,-4.0,-8.0,-7.0,230,199,0
-5.0,-4.0,-9.0,-8.0,229,229,0
-5.0,-4.0,-10.0,-9.0,17,135,74
-5.0,-4.0,-11.0,-10.0,0,0,0
-5.0,-4.0,-12.0,-11.0,0,0,0
-5.0,-4.0,-13.0,-12.0,0,1,128
-5.0,-4.0,-14.0,-13.0,242,231,0
-5.0,-4.0,-15.0,-14.0,237,66,0
-5.0,-4.0,-16.0,-15.0,232,0,226
-5.0,-4.0,-17.0,-16.0,16,129,88
-5.0,-4.0,-18.0,-17.0,0,0,0
-5.0,-4.0,-19.0,-18.0,0,0,0
-5.0,-4.0,-20.0,-19.0,0,0,0
-5.0,-4.0,-21.0,-20.0,0,0,1
-5.0,-4.0,-22.0,-21.0,0,0,0
-5.0,-4.0,-23.0,-22.0,0,0,0
-5.0,-4.0,-24.0,-23.0,0,0,0
-5.0,-4.0,-25.0,-24.0,0,0,0
-5.0,-4.0,-26.0,-25.0,0,0,0
-5.0,-4.0,-27.0,-26.0,0,0,0
-5.0,-4.0,-28.0,-27.0,0,0,0
-5.0,-4.0,-29.0,-28.0,0,0,0
-5.0,-4.0,-30.0,-29.0,0,0,0
-4.0,-3.0,19.0,20.0,0,0,0
-4.0,-3.0,18.0,19.0,0,0,0
-4.0,-3.0,17.0,18.0,0,0,0
-4.0,-3.0,16.0,17.0,0,0,0
-4.0,-3.0,15.0,16.0,0,0,0
-4.0,-3.0,14.0,15.0,0,0,0
-4.0,-3.0,13.0,14.0,0,0,0
-4.0,-3.0,12.0,13.0,0,0,0
-4.0,-3.0,11.0,12.0,0,0,0
-4.0,-3.0,10.0,11.0,0,0,0
-4.0,-3.0,9.0,10.0,0,0,0
-4.0,-3.0,8.0,9.0,230,211,0
-4.0,-3.0,7.0,8.0,243,52,0
-4.0,-3.0,6.0,7.0,239,111,0
-4.0,-3.0,5.0,6.0,231,122,0
-4.0,-3.0,4.0,5.0,241,232,0
-4.0,-3.0,3.0,4.0,0,0,2
-4.0,-3.0,2.0,3.0,0,0,0
-4.0,-3.0,1.0,2.0,13,244,0
-4.0,-3.0,0.0,1.0,113,240,0
-4.0,-3.0,-1.0,0.0,231,204,0
-4.0,-3.0,-2.0,-1.0,241,114,0
-4.0,-3.0,-3.0,-2.0,243,52,0
-4.0,-3.0,-4.0,-3.0,236,0,0
-4.0,-3.0,-5.0,-4.0,232,19,0
-4.0,-3.0,-6.0,-5.0,245,45,0
-4.0,-3.0,-7.0,-6.0,237,46,0
-4.0,-3.0,-8.0,-7.0,237,205,0
-4.0,-3.0,-9.0,-8.0,230,230,0
-4.0,-3.0,-10.0,-9.0,236,235,0
-4.0,-3.0,-11.0,-10.0,0,0,0
-4.0,-3.0,-12.0,-11.0,0,0,0
-4.0,-3.0,-13.0,-12.0,0,0,0
-4.0,-3.0,-14.0,-13.0,33,236,0
-4.0,-3.0,-15.0,-14.0,236,217,0
-4.0,-3.0,-16.0,-15.0,232,6,0
-4.0,-3.0,-17.0,-16.0,250,7,250
-4.0,-3.0,-18.0,-17.0,246,0,246
-4.0,-3.0,-19.0,-18.0,0,0,0
-4.0,-3.0,-20.0,-19.0,0,0,0
-4.0,-3.0,-21.0,-20.0,0,0,25
-4.0,-3.0,-22.0,-21.0,0,0,0
-4.0,-3.0,-23.0,-22.0,0,0,0
-4.0,-3.0,-24.0,-23.0,0,0,0
-4.0,-3.0,-25.0,-24.0,0,0,0
-4.0,-3.0,-26.0,-25.0,0,0,0
-4.0,-3.0,-27.0,-26.0,0,0,0
-4.0,-3.0,-28.0,-27.0,0,0,0
-4.0,-3.0,-29.0,-28.0,0,0,0
-4.0,-3.0,-30.0,-29.0,0,0,0
-3.0,-2.0,19.0,20.0,0,0,0
-3.0,-2.0,18.0,19.0,0,0,0
-3.0,-2.0,17.0,18.0,0,0,0
-3.0,-2.0,16.0,17.0,0,0,0
-3.0,-2.0,15.0,16.0,0,0,0
-3.0,-2.0,14.0,15.0,0,0,0
-3.0,-2.0,13.0,14.0,0,0,0
-3.0,-2.0,12.0,13.0,0,0,0
-3.0,-2.0,11.0,12.0,0,0,0
-3.0,-2.0,10.0,11.0,0,0,0
-3.0,-2.0,9.0,10.0,0,0,0
-3.0,-2.0,8.0,9.0,5,76,135
-3.0,-2.0,7.0,8.0,238,32,0
-3.0,-2.0,6.0,7.0,243,52,0
-3.0,-2.0,5.0,6.0,240,173,0
-3.0,-2.0,4.0,5.0,0,0,89
-3.0,-2.0,3.0,4.0,0,0,0
-3.0,-2.0,2.0,3.0,0,0,0
-3.0,-2.0,1.0,2.0,0,0,0
-3.0,-2.0,0.0,1.0,109,236,0
-3.0,-2.0,-1.0,0.0,245,243,0
-3.0,-2.0,-2.0,-1.0,236,204,0
-3.0,-2.0,-3.0,-2.0,233,54,0
-3.0,-2.0,-4.0,-3.0,235,0,163
-3.0,-2.0,-5.0,-4.0,236,0,236
-3.0,-2.0,-6.0,-5.0,244,53,0
-3.0,-2.0,-7.0,-6.0,234,43,0
-3.0,-2.0,-8.0,-7.0,240,165,0
-3.0,-2.0,-9.0,-8.0,241,241,0
-3.0,-2.0,-10.0,-9.0,160,241,0
-3.0,-2.0,-11.0,-10.0,0,0,0
-3.0,-2.0,-12.0,-11.0,0,0,0
-3.0,-2.0,-13.0,-12.0,0,0,0
-3.0,-2.0,-14.0,-13.0,0,0,0
-3.0,-2.0,-15.0,-14.0,248,245,0
-3.0,-2.0,-16.0,-15.0,235,10,0
-3.0,-2.0,-17.0,-16.0,241,0,241
-3.0,-2.0,-18.0,-17.0,236,0,179
-3.0,-2.0,-19.0,-18.0,8,116,127
-3.0,-2.0,-20.0,-19.0,0,0,0
-3.0,-2.0,-21.0,-20.0,0,0,0
-3.0,-2.0,-22.0,-21.0,0,0,0
-3.0,-2.0,-23.0,-22.0,0,0,0
-3.0,-2.0,-24.0,-23.0,0,0,0
-3.0,-2.0,-25.0,-24.0,0,0,0
-3.0,-2.0,-26.0,-25.0,0,0,0
-3.0,-2.0,-27.0,-26.0,0,0,0
-3.0,-2.0,-28.0,-27.0,0,0,0
-3.0,-2.0,-29.0,-28.0,0,0,0
-3.0,-2.0,-30.0,-29.0,0,0,0
-2.0,-1.0,19.0,20.0,0,0,0
-2.0,-1.0,18.0,19.0,0,0,0
-2.0,-1.0,17.0,18.0,0,0,0
-2.0,-1.0,16.0,17.0,0,0,0
-2.0,-1.0,15.0,16.0,0,0,0
-2.0,-1.0,14.0,15.0,0,0,0
-2.0,-1.0,13.0,14.0,0,0,0
-2.0,-1.0,12.0,13.0,0,0,0
-2.0,-1.0,11.0,12.0,0,0,0
-2.0,-1.0,10.0,11.0,0,0,0
-2.0,-1.0,9.0,10.0,0,0,29
-2.0,-1.0,8.0,9.0,241,115,0
-2.0,-1.0,7.0,8.0,240,49,0
-2.0,-1.0,6.0,7.0,243,111,0
-2.0,-1.0,5.0,6.0,0,0,53
-2.0,-1.0,4.0,5.0,0,0,0
-2.0,-1.0,3.0,4.0,0,0,0
-2.0,-1.0,2.0,3.0,0,0,0
-2.0,-1.0,1.0,2.0,33,114,47
-2.0,-1.0,0.0,1.0,106,233,0
-2.0,-1.0,-1.0,0.0,235,235,0
-2.0,-1.0,-2.0,-1.0,240,224,0
-2.0,-1.0,-3.0,-2.0,228,41,0
-2.0,-1.0,-4.0,-3.0,228,154,228
-2.0,-1.0,-5.0,-4.0,229,167,229
-2.0,-1.0,-6.0,-5.0,235,0,0
-2.0,-1.0,-7.0,-6.0,233,48,0
-2.0,-1.0,-8.0,-7.0,242,232,0
-2.0,-1.0,-9.0,-8.0,162,241,0
-2.0,-1.0,-10.0,-9.0,0,2,135
-2.0,-1.0,-11.0,-10.0,0,0,0
-2.0,-1.0,-12.0,-11.0,0,0,0
-2.0,-1.0,-13.0,-12.0,0,0,0
-2.0,-1.0,-14.0,-13.0,0,0,0
-2.0,-1.0,-15.0,-14.0,0,0,0
-2.0,-1.0,-16.0,-15.0,230,198,0
-2.0,-1.0,-17.0,-16.0,241,0,18
-2.0,-1.0,-18.0,-17.0,231,2,0
-2.0,-1.0,-19.0,-18.0,223,160,0
-2.0,-1.0,-20.0,-19.0,0,0,0
-2.0,-1.0,-21.0,-20.0,0,0,0
-2.0,-1.0,-22.0,-21.0,0,0,0
-2.0,-1.0,-23.0,-22.0,0,0,0
-2.0,-1.0,-24.0,-23.0,0,0,0
-2.0,-1.0,-25.0,-24.0,0,0,0
-2.0,-1.0,-26.0,-25.0,0,0,0
-2.0,-1.0,-27.0,-26.0,0,0,0
-2.0,-1.0,-28.0,-27.0,0,0,0
-2.0,-1.0,-29.0,-28.0,0,0,0
-2.0,-1.0,-30.0,-29.0,0,0,0
-1.0,0.0,19.0,20.0,0,0,0
-1.0,0.0,18.0,19.0,0,0,0
-1.0,0.0,17.0,18.0,0,0,0
-1.0,0.0,16.0,17.0,0,0,0
-1.0,0.0,15.0,16.0,0,0,0
-1.0,0.0,14.0,15.0,0,0,0
-1.0,0.0,13.0,14.0,0,0,0
-1.0,0.0,12.0,13.0,0,0,0
-1.0,0.0,11.0,12.0,0,0,0
-1.0,0.0,10.0,11.0,0,0,15
-1.0,0.0,9.0,10.0,241,185,0
-1.0,0.0,8.0,9.0,233,15,0
-1.0,0.0,7.0,8.0,241,50,0
-1.0,0.0,6.0,7.0,218,213,0
-1.0,0.0,5.0,6.0,0,0,0
-1.0,0.0,4.0,5.0,0,0,0
-1.0,0.0,3.0,4.0,0,0,0
-1.0,0.0,2.0,3.0,0,0,0
-1.0,0.0,1.0,2.0,0,7,190
-1.0,0.0,0.0,1.0,0,240,0
-1.0,0.0,-1.0,0.0,240,237,0
-1.0,0.0,-2.0,-1.0,238,112,0
-1.0,0.0,-3.0,-2.0,234,12,0
-1.0,0.0,-4.0,-3.0,242,0,242
-1.0,0.0,-5.0,-4.0,233,163,233
-1.0,0.0,-6.0,-5.0,243,0,34
-1.0,0.0,-7.0,-6.0,237,69,0
